MONTH,ARRESTTIME,AGE,GENDER,RACE,INCIDENTNEIGHBORHOOD,INCIDENTZONE,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTTRACT
10,2020-10-20T21:04:00,42,M,W,Central Oakland,4,3,3,-79.95641066,40.43513189,"Blvd Of The Allies & Bates ST Pittsburgh, PA 15213",1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Blvd Of The Allies & Bates ST Pittsburgh, PA 15213",406
10,2020-10-20T19:06:00,24,F,B,Squirrel Hill South,4,5,3,-79.92300143,40.4345856,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"2000 Block Murray AV Pittsburgh, PA 15217",1408
10,2020-10-20T17:00:00,25,M,B,Marshall-Shadeland,1,1,1,-80.02831234,40.46391474,"Marshall AV & Sorrell ST Pittsburgh, PA 15212",3334 Turning Movements and Required Signals. / 4524 Windshield Obstructions and Wipers. / 13(a)(16) Possession of Controlled Substance,"Marshall AV & Sorrell ST Pittsburgh, PA 15212",2704
10,2020-10-20T15:00:00,53,F,B,Chateau,1,1,1,-80.01831566,40.44968645,"Allegheny AV E & Ridge AV Pittsburgh, PA 15233",5104 Resisting Arrest or Other Law Enforcement. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,"Allegheny AV & Ridge AV Pittsburgh, PA 15233",2108
10,2020-10-20T14:02:00,16,M,B,Central Business District,2,6,3,-79.97433529,40.44698811,"Somers DR & Wylie AV Pittsburgh, PA 15219",6106 Firearms not to be Carried without a License. / 6117 Altering or Obliterating Marks of Identification. / 6110.1 Possesion of Firearm by Minor,"Somers DR & Wylie AV Pittsburgh, PA 15219",201
10,2020-10-20T10:50:00,42,F,W,Beechview,6,4,5,-80.02295903,40.41302605,"600 Block 1st AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1500 Block Dagmar AV Pittsburgh, PA 15216",1916
10,2020-10-20T09:56:00,19,M,W,Squirrel Hill North,4,8,3,-79.92366403,40.44288688,"Murray AV & Solway ST Pittsburgh, PA 15217",1511 Carrying and Exhibiting Driver's License on Demand. / 3323 Stop Signs and Yield Signs. / 13(a)(16) Possession of Controlled Substance / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 13(a)(32) Paraphernalia - Use or Possession / 3736 Reckless Driving,"Murray AV & Solway ST Pittsburgh, PA 15217",1403
10,2020-10-20T02:35:00,29,F,B,Duquesne Heights,3,2,5,-80.01992995,40.42587283,"Saw Mill Run BL & Woodruff ST Pittsburgh, PA 15220",1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,"Saw Mill Run BL & Woodruff ST Pittsburgh, PA 15220",1911
10,2020-10-19T22:25:00,35,M,W,South Side Flats,3,3,3,-79.97302445,40.42724144,"2300 Block Sarah ST Pittsburgh, PA 15203",3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"2300 Block Sarah ST Pittsburgh, PA 15203",1609
10,2020-10-19T20:19:00,63,M,W,Brookline,6,4,5,-80.01605859,40.40403749,"1900 Block Pioneer AV Pittsburgh, PA 15226",2701 Simple Assault.,"1900 Block Pioneer AV Pittsburgh, PA 15226",1917
10,2020-10-19T20:11:00,37,M,W,Banksville,6,2,5,-80.03027139,40.4199184,"W Carson ST NE & S Main ST Pittsburgh, PA 15219",3925 Receiving Stolen Property.,"1100 Block Banksville RD Pittsburgh, PA 15216",2023
10,2020-10-19T20:10:00,28,M,B,Highland Park,5,7,2,-79.92037005,40.47111471,"N Highland AV & Jackson ST Pittsburgh, PA 15206",1543 Driving While Operating Privilege is Suspended or Revoked. / 3112 Traffic-Control Signals. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,"N Highland AV & Jackson ST Pittsburgh, PA 15206",1102
10,2020-10-19T18:43:00,15,M,W,Squirrel Hill South,4,5,3,-79.92340703,40.43051245,"Hazelwood AV & Chatsworth AV Pittsburgh, PA 15207",3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 1501 Drivers Required to be Licensed. / 3308 One-Way Roadways and Rotary Traffic Islands. / 6110.1 Possesion of Firearm by Minor / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"2300 Block Murray AV Pittsburgh, PA 15217",1408
10,2020-10-19T15:40:00,23,M,B,Beechview,6,4,5,-80.02695839,40.41417907,"600 Block First AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1400 Block Rutherford AV Pittsburgh, PA 15216",1916
10,2020-10-19T13:45:00,26,M,B,South Side Flats,3,3,3,-79.98187231,40.42859318,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"1700 Block E Carson ST Pittsburgh, PA 15203",1702
10,2020-10-19T12:38:00,43,M,W,Central Business District,2,6,6,-80.00179283,40.44259292,"800 Block Fort Duquesne BL Pittsburgh, PA 15222",9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"600 Block Penn AV Pittsburgh, PA 15222",201
10,2020-10-19T12:10:00,13,M,B,Middle Hill,2,6,3,-79.97963922,40.44271184,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2000 Block Rose ST Pittsburgh, PA 15219",501
10,2020-10-19T12:00:00,26,F,B,Spring Hill-City View,1,1,1,-79.99557384,40.46657987,"900 Block Second AV Pittsburgh, PA 15219",2701 Simple Assault. / 2702 Aggravated Assault.,"1100 Block Buente ST Pittsburgh, PA 15212",2620
10,2020-10-19T11:02:00,22,M,B,Banksville,6,2,5,-80.03027139,40.4199184,"3800 Block O Hara ST Pittsburgh, PA 15213",2702 Aggravated Assault.,"1100 Block Banksville RD Pittsburgh, PA 15216",2023
10,2020-10-19T10:45:00,30,M,W,Swisshelm Park,4,5,3,-79.90410137,40.41936965,"600 Block 1st AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"1200 Block Pocono ST Pittsburgh, PA 15218",1411
10,2020-10-19T10:00:00,24,F,B,Point Breeze,4,9,3,-79.89513557,40.44712288,"600 Block First AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount,"7600 Block Penn AV Pittsburgh, PA 15221",1406
10,2020-10-19T09:00:00,23,F,B,Perry South,1,6,1,-80.01348624,40.46734978,"600 Block First AV Pittsburgh, PA 15219",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"2400 Block Wilson AV Pittsburgh, PA 15214",2614
10,2020-10-19T08:59:00,33,M,W,Beechview,6,4,5,-80.01398585,40.4140683,"90 Block Dawn AV Pittsburgh, PA 15216",2701 Simple Assault.,"90 Block Dawn AV Pittsburgh, PA 15216",1916
10,2020-10-19T07:15:00,20,M,W,Central Business District,2,6,6,-79.99864926,40.44009359,"600 Block 1st AV Pittsburgh, PA 15219",2705 Recklessy Endangering Another Person. / 3502 Burglary. / 5501 Riot. / 5502 Failure of Disorderly Persons to Disperse  / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"Smithfield ST & 5th AV Pittsburgh, PA 15222",201
10,2020-10-19T04:11:00,45,M,W,Fineview,1,1,1,-80.00127272,40.4612658,"Carrie ST Pittsburgh, PA 15212",2701 Simple Assault. / 2706 Terroristic Threats. / 2902 Unlawful Restraint. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,"Carrie ST Pittsburgh, PA 15212",2509
10,2020-10-19T03:54:00,19,M,B,Marshall-Shadeland,1,1,1,-80.03029346,40.46248258,"2300 Block Atmore ST Pittsburgh, PA 15212",13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"2300 Block Atmore ST Pittsburgh, PA 15212",2704
10,2020-10-19T02:27:00,34,M,B,Larimer,5,9,2,-79.91426572,40.45899245,"6500 Block Hamilton AV Pittsburgh, PA 15206","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License.","6500 Block Hamilton AV Pittsburgh, PA 15206",1208
10,2020-10-19T01:31:00,42,M,B,Larimer,5,9,2,-79.91218074,40.46147523,"Lowell ST & Polk WY Pittsburgh, PA 15206",9501 Bench Warrant,"Lowell ST & Polk WY Pittsburgh, PA 15206",1208
10,2020-10-18T21:11:00,56,M,W,South Side Flats,3,3,3,-79.97265819,40.42578345,"2300 Block Jane ST Pittsburgh, PA 15203",3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment / 3809(a) Restriction on Alcoholic Beverages in Vehicle,"2300 Block Jane ST Pittsburgh, PA 15203",1609
10,2020-10-18T20:10:00,36,M,B,Middle Hill,2,6,3,-79.97732855,40.44571542,"900 Block 2nd AV Pittsburgh, PA 15219",2701 Simple Assault. / 2705 Recklessy Endangering Another Person. / 2706 Terroristic Threats. / 2709 Harassment (Non-Specific),"Wylie AV & Perry ST Pittsburgh, PA 15219",501
10,2020-10-18T18:39:00,41,M,W,Central North Side,1,1,1,-80.00456842,40.45585086,"E North AV & Sandusky ST N Pittsburgh, PA 15212","1543 Driving While Operating Privilege is Suspended or Revoked. / 4730 Violations of Use of Certificate of Inspection. / 7122 Altered, Forged or Counterfeit Documents and Plates / 13(a)(32) Paraphernalia - Use or Possession / 3714 Careless Driving / 13(a)(31) Marijuana: Possession Small Amount / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","E North AV & Sandusky ST Pittsburgh, PA 15212",2206
10,2020-10-18T17:43:00,65,M,B,Middle Hill,2,6,3,-79.96777312,40.44755837,"Elba ST & Francis ST Pittsburgh, PA 15219",3323 Stop Signs and Yield Signs. / 3802(a)(1) DUI - General Impairment,"Elba ST & Francis ST Pittsburgh, PA 15219",501
10,2020-10-18T17:12:00,32,F,W,Brighton Heights,1,1,1,-80.03569611,40.48455804,"3800 Block Brighton RD Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,"3800 Block Brighton RD Pittsburgh, PA 15212",2701
10,2020-10-18T11:19:00,52,F,B,Homewood South,5,9,2,-79.88947294,40.45195703,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"7700 Block Mulford ST Pittsburgh, PA 15221",1304
10,2020-10-18T11:15:00,62,M,B,East Liberty,5,9,2,-79.91657036,40.46094081,"Broad ST & Enright CT Pittsburgh, PA 15206",2701 Simple Assault. / 2706 Terroristic Threats. / 3502 Burglary. / 2709(b) Stalking / 9093 Indirect Criminal Contempt,"400 Block Enright CT Pittsburgh, PA 15206",1115
10,2020-10-18T11:02:00,27,M,B,Point Breeze North,4,9,2,-79.90690761,40.45321093,"6900 Block Thomas ST Pittsburgh, PA 15208","2706 Terroristic Threats. / 3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","6900 Block Thomas ST Pittsburgh, PA 15208",1405
10,2020-10-18T03:49:00,28,M,B,Carrick,3,4,3,-79.99019999,40.4040717,"1200 Block Brownsville RD Pittsburgh, PA 15210",2701 Simple Assault.,"1200 Block Brownsville RD Pittsburgh, PA 15210",2902
10,2020-10-18T02:43:00,21,M,B,Duquesne Heights,3,2,5,-80.01992995,40.42587283,"600 Block 1st AV Pittsburgh, PA 15219",3736 Reckless Driving / 3743 Accidents Involving Damage to Attended Veh. or Property / 3802(a)(1) DUI - General Impairment,"Saw Mill Run BL & Woodruff ST Pittsburgh, PA 15220",1911
10,2020-10-18T00:45:00,28,M,W,Brighton Heights,1,1,1,-80.03896119,40.48563388,"3900 Block Winshire ST Pittsburgh, PA 15212",5503 Disorderly Conduct. / 5505 Public Drunkenness / 5507 Obstructing Highways and Passages.,"3900 Block Winshire ST Pittsburgh, PA 15212",2701
10,2020-10-17T19:03:00,37,M,W,Bon Air,3,4,5,-80.00607064,40.41107708,"Bausman ST SE & Saw Mill Run BL Pittsburgh, PA 15226","1543 Driving While Operating Privilege is Suspended or Revoked. / 3351 Stop, Stand and Park Outside Bus. and Res.  / 13(a)(32) Paraphernalia - Use or Possession / 3802(a)(1) DUI - General Impairment / 3802(d)(2) DUI - Drug - Impaired Ability / 3808(a)1 Ignition Interlock Required","Bausman ST & Saw Mill Run BL Pittsburgh, PA 15226",1806
10,2020-10-17T18:28:00,19,M,B,East Liberty,5,9,2,-79.92510365,40.46804599,"600 Block N St Clair ST Pittsburgh, PA 15206",9501 Bench Warrant,"600 Block N St Clair ST Pittsburgh, PA 15206",1113
10,2020-10-17T17:22:00,25,F,W,Knoxville,3,3,5,-79.99309324,40.41577936,"S 18th ST & Harcum WY Pittsburgh, PA 15203",2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person.,"300 Block Zara ST Pittsburgh, PA 15210",3001
10,2020-10-17T16:00:00,36,M,B,Perry South,1,6,1,-80.01882043,40.46689368,"2500 Block N Charles ST Pittsburgh, PA 15214",9093 Indirect Criminal Contempt,"2500 Block N Charles ST Pittsburgh, PA 15214",2615
10,2020-10-17T16:00:00,36,M,B,East Allegheny,1,1,1,-80.0001221,40.45268089,"2500 Block N Charles ST Pittsburgh, PA 15214",2706 Terroristic Threats.,"500 Block Lockhart ST Pittsburgh, PA 15212",2304
10,2020-10-17T12:11:00,29,M,B,Shadyside,4,8,3,-79.91732548,40.45334542,"6500 Block 5th AV Pittsburgh, PA 15206",5101 Obstructing Admin. of Law  / 1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4701 Duty to Comply with Inspection Laws / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"6500 Block 5th AV Pittsburgh, PA 15206",708
10,2020-10-17T11:41:00,32,M,B,Manchester,1,6,1,-80.02196846,40.45121772,"1200 Block Western AV Pittsburgh, PA 15233",2701 Simple Assault. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,"1200 Block Western AV Pittsburgh, PA 15233",2107
10,2020-10-17T08:46:00,50,M,B,East Allegheny,1,1,1,-80.00057227,40.45350026,"500 Block East Ohio ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,"500 Block East Ohio ST Pittsburgh, PA 15212",2304
10,2020-10-17T08:25:00,28,M,W,Brighton Heights,1,1,1,-80.04385252,40.47956251,"600 Block 1st AV Pittsburgh, PA 15219",3743 Accidents Involving Damage to Attended Veh. or Property,"Ohio River BL & Mckees Rocks BRDG Pittsburgh, PA 15212",2701
10,2020-10-17T01:13:00,57,M,B,Crawford-Roberts,2,6,3,-79.98392697,40.43989792,"Forbes AV & Gist ST Pittsburgh, PA 15219",3925 Receiving Stolen Property. / 3934 Theft from Vehicle,"Vine ST & Reed ST Pittsburgh, PA 15219",305
10,2020-10-17T01:13:00,57,M,B,Bluff,2,6,3,-79.979512,40.43742472,"Forbes AV & Gist ST Pittsburgh, PA 15219",3112 Traffic-Control Signals. / 3308 One-Way Roadways and Rotary Traffic Islands. / 13(a)(32) Paraphernalia - Use or Possession / 3809(a) Restriction on Alcoholic Beverages in Vehicle,"Forbes AV & Gist ST Pittsburgh, PA 15219",103
10,2020-10-17T00:39:00,34,M,B,Homewood South,5,9,2,-79.89096976,40.45008439,"Finance ST & Brushton AV Pittsburgh, PA 15221",9501 Bench Warrant,"Finance ST & Brushton AV Pittsburgh, PA 15221",1304
10,2020-10-16T23:54:00,25,M,B,Marshall-Shadeland,1,1,1,-80.0313262,40.47146693,"Eckert ST & Cake WY Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Eckert ST & Cake WY Pittsburgh, PA 15212",2715
10,2020-10-16T23:00:00,21,M,B,Greenfield,4,5,3,-79.92906146,40.42177863,"900 Block 2nd AV Pittsburgh, PA 15219",2701 Simple Assault.,"4300 Block Murray AV Pittsburgh, PA 15217",1517
10,2020-10-16T21:00:00,29,F,B,Perry South,1,6,1,-80.01384987,40.47167317,"3500 Block California AV Pittsburgh, PA 15212","2702 Aggravated Assault. / 4304(a)(1) Endangering Welfare of Children. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4581 Restraint Systems. / 3736 Reckless Driving / 3742.1 Accident Involv. Death/Inj. While not Licensed / 5533(a) Cruelty to animals - Intentionally, knowingly or recklessly illtreats, overloads, beats, abandons or abuses an animal","Luray ST & Arvada WY Pittsburgh, PA 15214",2615
10,2020-10-16T19:50:00,47,M,W,Brighton Heights,1,1,1,-80.04027347,40.47826147,"3500 Block California AV Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"3500 Block California AV Pittsburgh, PA 15212",2703
10,2020-10-16T19:33:00,24,F,B,Carrick,3,4,3,-79.98236294,40.39635357,"900 Block 2ND AV Pittsburgh, PA 15219",3922 Theft by Deception. / 4106 Access Device Fraud / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"300 Block E Agnew AV Pittsburgh, PA 15210",2902
10,2020-10-16T16:25:00,23,F,B,South Side Flats,3,3,3,-79.97928777,40.42686723,"900 Block Second AV Pittsburgh, PA 15219",3928 Unauthorized Use of Automobile and Other Vehicles. / 1501 Drivers Required to be Licensed. / 3714 Careless Driving / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,"1900 Block Jane ST Pittsburgh, PA 15203",1702
10,2020-10-16T16:00:00,30,M,B,Sheraden,6,2,5,-80.06054007,40.45202911,"Tyndall ST & Huxley ST Pittsburgh, PA 15204",3308 One-Way Roadways and Rotary Traffic Islands. / 13(a)(16) Possession of Controlled Substance / 3714 Careless Driving,"Tyndall ST & Huxley ST Pittsburgh, PA 15204",2022
10,2020-10-16T15:46:00,31,M,B,Homewood North,5,9,2,-79.89235295,40.4861185,"900 Block Freeport RD Pittsburgh, PA 15238",9501 Bench Warrant,"900 Block Freeport RD Pittsburgh, PA 15238",1301
10,2020-10-16T14:32:00,44,F,B,East Hills,5,9,2,-79.87435923,40.45786477,"8600 Block Bricelyn ST Pittsburgh, PA 15221",3921 Theft by Unlawful Taking or Disposition.,"8600 Block Bricelyn ST Pittsburgh, PA 15221",1306
10,2020-10-16T14:32:00,44,F,B,East Hills,5,9,2,-79.87435923,40.45786477,"8600 Block Bricelyn ST Pittsburgh, PA 15221",3921 Theft by Unlawful Taking or Disposition. / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,"8600 Block Bricelyn ST Pittsburgh, PA 15221",1306
10,2020-10-16T12:50:00,28,M,W,South Side Flats,3,3,3,-79.98342824,40.42882314,"E Carson ST & S 15th ST Pittsburgh, PA 15203",9501 Bench Warrant,"E Carson ST & S 15th ST Pittsburgh, PA 15203",1702
10,2020-10-16T11:45:00,33,F,B,Homewood West,5,9,2,-79.9047252,40.45627181,"6900 Block Hamilton AV Pittsburgh, PA 15208",1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"6900 Block Hamilton AV Pittsburgh, PA 15208",1207
10,2020-10-16T11:21:00,26,F,B,Larimer,5,9,2,-79.91209877,40.46325248,"500 Block Paulson AV Pittsburgh, PA 15206",3354 Additional Parking Regulations. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount,"500 Block Paulson AV Pittsburgh, PA 15206",1204
10,2020-10-16T10:54:00,42,F,W,Lincoln-Lemington-Belmar,5,9,2,-79.90861668,40.47030563,"1400 Block Washington BL Pittsburgh, PA 15206",3310 Following Too Closely. / 13(a)(32) Paraphernalia - Use or Possession,"1400 Block Washington BL Pittsburgh, PA 15206",1203
10,2020-10-16T08:38:00,53,M,W,Troy Hill,1,1,1,-79.98119758,40.46574086,"600 Block 1st AV Pittsburgh, PA 15219",3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"1900 Block Lowrie ST Pittsburgh, PA 15212",2406
10,2020-10-16T08:35:00,38,F,B,Sheraden,6,2,5,-80.05145233,40.45755825,"400 Block Minton ST Pittsburgh, PA 15204",2701(a)(3) Simple Assault - Attempts by Physical Menace ,"400 Block Minton ST Pittsburgh, PA 15204",2018
10,2020-10-16T07:15:00,27,M,W,East Liberty,5,9,2,-79.92217494,40.46516578,"600 Block 1st AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3922 Theft by Deception.,"400 Block N Highland AV Pittsburgh, PA 15206",1115
10,2020-10-16T03:50:00,28,M,B,Carrick,3,4,3,-79.98730614,40.39464854,"2000 Block Dellrose ST Pittsburgh, PA 15210",2701 Simple Assault. / 9501 Bench Warrant,"2000 Block Dellrose ST Pittsburgh, PA 15210",2901
10,2020-10-16T03:01:00,25,M,W,Elliott,6,2,5,-80.03716216,40.44652106,"3200 Block Huxley ST Pittsburgh, PA 15204",2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,"400 Block Lorenz AV Pittsburgh, PA 15220",2020
10,2020-10-16T00:07:00,21,F,B,Shadyside,4,8,3,-79.92071586,40.45290209,"Shady AV & 5th AV Pittsburgh, PA 15206",3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,"Shady AV & 5th AV Pittsburgh, PA 15206",706
10,2020-10-15T23:15:00,26,M,W,Bon Air,3,4,5,-80.00607064,40.41107708,"600 Block 1st AV Pittsburgh, PA 15219",3112 Traffic-Control Signals. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,"Saw Mill Run BL & Bausman ST Pittsburgh, PA 15226",1806
10,2020-10-15T19:51:00,31,M,B,Manchester,1,6,1,-80.02307933,40.45660957,"1200 Block N Franklin ST Pittsburgh, PA 15233",13(a)(31) Marijuana: Possession Small Amount,"1200 Block N Franklin ST Pittsburgh, PA 15233",2107
10,2020-10-15T19:24:00,37,M,B,Knoxville,3,3,5,-79.9951203,40.41284362,"400 Block Arabella ST Pittsburgh, PA 15210",2706 Terroristic Threats. / 3304 Criminal Mischief. / 5101 Obstructing Admin. of Law  / 5104 Resisting Arrest or Other Law Enforcement. / 2715 Threat to Use Weapons of Mass Destruction,"400 Block Arabella ST Pittsburgh, PA 15210",3001
10,2020-10-15T19:24:00,34,F,B,Knoxville,3,3,5,-79.9951203,40.41284362,"400 Block Arabella ST Pittsburgh, PA 15210",5101 Obstructing Admin. of Law  / 5104 Resisting Arrest or Other Law Enforcement. / 2715 Threat to Use Weapons of Mass Destruction,"400 Block Arabella ST Pittsburgh, PA 15210",3001
10,2020-10-15T18:02:00,56,M,W,East Allegheny,1,1,1,-80.0009078,40.45089356,"300 Block Cedar AV Pittsburgh, PA 15212",4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"300 Block Cedar AV Pittsburgh, PA 15212",2304
10,2020-10-15T17:45:00,18,F,B,Westwood,6,2,5,-80.05354715,40.4314604,"600 Block First AV PITTSBURGH, PA 15219",2706 Terroristic Threats. / 2709.2 Stalking Conduct or Repeatedly Communicates,"2100 Block Noblestown RD Pittsburgh, PA 15205",2811
10,2020-10-15T17:00:00,22,M,B,South Side Flats,3,3,3,-79.98854005,40.42870307,"600 Block 1st AV Pittsburgh, PA 15219",2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"1000 Block E Carson ST Pittsburgh, PA 15203",1702
10,2020-10-15T16:45:00,39,M,B,Garfield,5,9,2,-79.937388,40.47178423,"900 Block Second AV Pittsburgh, PA 15219","2902 Unlawful Restraint. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","200 Block Fern ST Pittsburgh, PA 15224",1016
10,2020-10-15T15:50:00,38,F,W,Westwood,6,2,5,-80.05391184,40.43008044,"2200 Block Noblestown RD Pittsburgh, PA 15205",3929 Retail Theft.,"2200 Block Noblestown RD Pittsburgh, PA 15205",2811
10,2020-10-15T15:38:00,19,M,B,Arlington,3,3,3,-79.97856469,40.41760294,"800 Block E Warrington AV Pittsburgh, PA 15210",2701 Simple Assault.,"2000 Block Spring ST Pittsburgh, PA 15210",1603
10,2020-10-15T14:00:00,25,M,B,Allentown,3,3,5,-79.98925301,40.4192153,"600 Block 1st AV Pittsburgh, PA 15219",2706 Terroristic Threats.,"1500 Block Arlington AV Pittsburgh, PA 15210",1803
10,2020-10-15T11:20:00,28,M,B,Elliott,6,2,5,-80.03810789,40.4425051,"100 Block Furley ST Pittsburgh, PA 15220",2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,"100 Block Furley ST Pittsburgh, PA 15220",2020
10,2020-10-15T11:11:00,41,M,W,Central Business District,2,6,6,-80.00200266,40.44094536,"600 Block Grant ST Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 7512 Criminal Use of Communication / 13(a)(30)* Delivery of Controlled Substance,"20 Block Market SQ Pittsburgh, PA 15222",201
10,2020-10-15T10:15:00,37,M,W,Lincoln-Lemington-Belmar,5,9,2,-79.89235295,40.4861185,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"900 Block Freeport RD Pittsburgh, PA 15238",1201
10,2020-10-15T10:00:00,35,F,B,Homewood South,5,9,2,-79.89923895,40.45606745,"600 Block 1st AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"700 Block N Lang AV Pittsburgh, PA 15208",1303
10,2020-10-15T07:00:00,37,M,W,Lincoln-Lemington-Belmar,5,9,2,-79.90861668,40.47030563,"600 Block 1st AV Pittsburgh, PA 15219",1543 Driving While Operating Privilege is Suspended or Revoked. / 3364 Minimum Speed Regulation. / 13(a)(32) Paraphernalia - Use or Possession,"1400 Block Washington BL Pittsburgh, PA 15206",1203
10,2020-10-15T07:00:00,35,F,W,Lincoln-Lemington-Belmar,5,9,2,-79.90861668,40.47030563,"600 Block 1st AV Pittsburgh, PA 15219",13(a)(32) Paraphernalia - Use or Possession,"1400 Block Washington BL Pittsburgh, PA 15206",1203
10,2020-10-15T07:00:00,31,M,W,Point Breeze North,4,9,2,-79.90693631,40.45322939,"600 Block 1st AV Pittsburgh, PA 15219",1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance,"N Dallas AV & Thomas ST Pittsburgh, PA 15208",1405
10,2020-10-15T04:13:00,42,M,H,Beechview,6,4,5,-80.03031823,40.40393007,"2700 Block Shiras AV Pittsburgh, PA 15216",2701 Simple Assault.,"2700 Block Shiras AV Pittsburgh, PA 15216",1920
